diputatu	eus-30-10005934-n	 herriak ganbera legegile baten kide izateko hautatutako ordezkaria edo diputazioetako gobernua osatzen duten kideetako bakoitza
diputatu	eus-30-10522035-n	 talde, erakunde edo pertsona baten izenean beste erakunde edo toki batean ari den pertsona
diputazio	eus-30-08326383-n	 Hego Euskal Herriko probintzia bakoitzeko diputatuek osatzen duten erakundea, probintziari dagozkion gaietan eskumena duena
diru	eus-30-13250542-n	 ondasun handia adierazteko hitza
diru	eus-30-13384557-n	 trukerako erabiltzen den baliabiderik arruntena, erabilera legaleko moneta gisa funtzionatzen duena
diru	eus-30-13385913-n	 produktuen balioa adierazteko herrialde bakoitzak darabilen unitatea
diru	eus-30-13388245-n	 trukerako erabiltzen den metalezko pieza (disko-formakoa normalki)
diru-etorri	eus-30-13254805-n	 jarduera ekonomikoaren ondorioz lortzen den diru- edo ondasun-ugalketa, etekina
diru-sarrera	eus-30-13255145-n	 dirutan neurtutako aberastasun-etorria; nonbait jasotzen den diru-kantitatea
disbasia	eus-30-80000369-n	 Ibiltzeko mugimenduak egiteko zailtasuna izatea
diseinu	eus-30-03179318-n	 zerbait egikaritzeko egiten den zirriborroa
diskete-unitate	eus-30-80000529-n	 Disketeak irakurtzeko erabiltzen den periferikoa
disko_malguko_unitate	eus-30-80000529-n	 Disketeak irakurtzeko erabiltzen den periferikoa
diskriminazio	eus-30-01153548-n	 pertsona edo komunitate bati ematen zaion gutxiespeneko tratua
disoluzio	eus-30-14589223-n	 normalean likido den ingurune batean, solido, likido edo gas baten nahaste homogeneoa, osagai desberdinen arteko molekula-mailako elkarrekintzan oinarritua
disonantzia	eus-30-05720248-n	 hots edo hots-multzo ozen eta nahasia
dispertsio	eus-30-00368592-n	 han-hemenka banatzea
distentsio	eus-30-00366317-n	 tentsiorik eza, bereziki harreman politikoetan
dizipulu	eus-30-10016103-n	 norbaiten doktrina sinesteaz gain, hau zabaltzen laguntzen duena
DKK	eus-30-13682740-n	 Danimarkako diru-unotate nagusia
dohain	eus-30-13265011-n	 norbaiti zerbait ematea; hutsean ematen den gauza
dohaintza	eus-30-13265011-n	 norbaiti zerbait ematea; hutsean ematen den gauza
doinu	eus-30-07028373-n	 elkarren segidako nota edo soinu musikal batzuek osatzen duten multzoa
doitasunezko_moldekatze	eus-30-80000706-n	 Xehetasun handiko piezak, are gehiago lantzeko beharrik ez dutenak, sortzen dituen edozein moldekatze-prozesu
dokumentazio	eus-30-06470073-n	 zerbaitetaz informatzeko, zerbaiten berri emateko balio duen izkribua
dokumentu	eus-30-03217458-n	 marka sinboliko bat bitartez egindako eta pertsona baten pentsamendua adierazteko balio duen edozer
dokumentu	eus-30-06470073-n	 zerbaitetaz informatzeko, zerbaiten berri emateko balio duen izkribua
dokumentu	eus-30-13403331-n	 aurrekontuetako atal bakoitza
dolar	eus-30-13395897-n	 dolar bateko balioa duen diru-papera
dolar	eus-30-13661273-n	 zenbait estatutako diru-unitate nagusia; besterik adierazten ez bada, AEBetakoa
dolare	eus-30-04592356-n	 fruitua zapalduz, mahats-aleen, sagarren, etab.en zukua ateratzeko tresna; funtsean, fruitua zapaltzen duen azala eta hura jaitsarazten duen torlojudun mekanismoa da
dolu	eus-30-05833683-n	 atsekabe handia, samintasun-sentimendua
dolu	eus-30-06633692-n	 norbaiti bere doluan agertzen zaizkion atsekabe eta atxikimenduzko erakutsiak
dolumin	eus-30-06633692-n	 norbaiti bere doluan agertzen zaizkion atsekabe eta atxikimenduzko erakutsiak
domeinu-izen_oso	eus-30-80000633-n	 Interneteko helbideen izendapen-hierarkian, ostalariaren izena eta lehen eta bigarren mailako domeinuak hartzen dituen izena. <I>www.zientzia.net<I> helbidean, adibidez, <I>www<I> ostalaria da, <I>zientzia<I> bigarren mailako domeinua eta <I>net<I> lehen mailako domeinua. Ostalariaren izena ezkerrean jartzen da beti, eta horren segidan ipintzen dira, puntuz bereizita, bigarren mailako domeinua eta lehen mailako domeinua
domina	eus-30-06706676-n	 metalezko pieza, gehienetan biribila, irudi edo inskripzioa daramana eta oroigarri, ohoragarri edo sari moduan ematen dena
domotika	eus-30-80000315-n	 Eraikinetan giza ingurunearen segurtasuna eta erosotasuna hobetzeko aplikatutako elektronika-, informatika- eta telekomunikazio-tekniken multzoa. Etxetresna elektrikoak eta segurtasun-tresnak sistema bakarrean lotzen ditu, eta, kable elektriko arruntaren bidez, informazioa bidaltzen diote elkarri. Etxetik kanpo egonda ere, tresna guztien egoeraren berri jakin eta tresnak urrutitik lanean jartzeko aukera ematen du
done	eus-30-10547145-n	 santei zenbaitetan ematen zaien trataera
dortsal	eus-30-80000395-n	 Bi arro ozeaniko banatzen dituen ur azpiko mendikatea
dortsal_ozeaniko	eus-30-80000395-n	 Bi arro ozeaniko banatzen dituen ur azpiko mendikatea
dosier	eus-30-06503551-n	 gai edo pertsona jakin bati buruzko artikulu, agiri eta idazkien multzoa
dote	eus-30-13265425-n	 ezkonsaria
dozena	eus-30-13746785-n	 hamabi alez osatutako multzoa
drogazale	eus-30-10035952-n	 drogaren zale dena edo drogarekiko atxikimendua duena; drogen mendeko dena
drogen_menpeko	eus-30-10035952-n	 drogaren zale dena edo drogarekiko atxikimendua duena; drogen mendeko dena
duda	eus-30-04757522-n	 zerbaiten egiatasun edo ziurtasunaz duda egiten duenaren arima egoera
duda	eus-30-04866465-n	 zerbaiten egiatasun edo ziurtasunaz duda egiten duenaren arima egoera
duda	eus-30-05698247-n	 zerbaiten egiatasun edo ziurtasunaz duda egiten duenaren arima egoera
duda	eus-30-07523485-n	 zerbaiten egiatasun edo ziurtasunaz duda egiten duenaren arima egoera
duo	eus-30-08247021-n	 bi antzezlek edo interpretatzailek osatutako taldea
durometro	eus-30-80000259-n	 Materialen gogortasuna neurtzen duen makina
ebaki	eus-30-14287113-n	 lanabes zorrotz baten bidez zerbaiten jarraitutasuna eten, zerbait bereizi edo zatitu
ebakidura	eus-30-14287113-n	 lanabes zorrotz baten bidez zerbaiten jarraitutasuna eten, zerbait bereizi edo zatitu
ebakuntza	eus-30-00671351-n	 gorputz bizidun batengan, zati hondatu bat erauzteko edo osatzeko egiten den kirurgia-ekintza
ebaluatzaile	eus-30-10066732-n	 zernahiren kalitatea edo balioa erabakitzeko eskua duen autoritatea
ebazle	eus-30-10225219-n	 Justizia Auzitegian epaitzeko eta epaia emateko esku duen autoritate ofiziala
ebazpen	eus-30-07178182-n	 zeinahi erakunde publiko edo pribatuk bere eskumeneko gai bati buruz hartzen duen erabakia
eboluzio	eus-30-13464820-n	 aldaketen segida
eboluzio	eus-30-13477023-n	 izaki bizien garapenean mailaka eta norabide berean egiten diren aldaketen segida
Ebro	eus-30-09271415-n	 Kantabriar mendikatean jaio eta mediterraneoan itsasoratzen den Iberiar penintsulako ibaia
edari	eus-30-07885223-n	 zerbitzatutako edari bat
edaritegi	eus-30-02796995-n	 edariak, eta zenbaitetan janariak ere bai, saldu eta normalean bertako barra aurrean kontsumitzen diren lekua
edaritegi	eus-30-04395875-n	 edariak, eta zenbaitetan janariak ere bai, saldu eta normalean bertako barra aurrean kontsumitzen diren lekua
edateko	eus-30-07885223-n	 zerbitzatutako edari bat
editorial	eus-30-06268567-n	 iritzia edo ikuspuntua eskaintzen duen artikulua
edukazio	eus-30-05984287-n	 ikasten eta heziketaren bidez lortzen den jakituria
eduki	eus-30-06598915-n	 igorleak jasotzaileari kanal baten bidez eta seinale-sistema baten erregelen eta alfabetoaren arabera igortzen dion seinale-multzoaren eduki edo esanahia
edukitzaile	eus-30-10180178-n	 ondasun edo gauza baten jabetza duen pertsona
edukitzaile	eus-30-10389398-n	 zerbaitekiko, delako hori berea duena
efektu	eus-30-04675314-n	 giza zentzumen batean estimulu batek eragindako sentsazioa
efektu	eus-30-11410625-n	 kausa batetatik sortua den fenomeno bat
efektu_dinamiko_espezifiko	eus-30-80000215-n	 Elikagaiak (batez ere, proteinak) hartzearen eta haien digestioaren ondorioz metabolismoan gertatzen den estimulazio-efektua; metabolismo-tasa oinarrizko mailatik gora areagotzea eragiten du.
efektu_giroskopiko	eus-30-80000214-n	 Ardatz batekiko biraka ari den gorputz pisutsu batek (gurpil batek edo motor batek, adibidez) bere biraketa-ardatzaren norabidea alda lezakeen edozein esfortzuri aurre egiteko duen joera
egia	eus-30-05819453-n	 baieztatua izan den gertakaria
egia	eus-30-06724066-n	 egiazko adierazpena
egia	eus-30-13956488-n	 errealitatearekin bat etortzea
egiatasun	eus-30-13956488-n	 errealitatearekin bat etortzea
egiazkotasun	eus-30-13956488-n	 errealitatearekin bat etortzea
egile	eus-30-09614315-n	 zerbait egiten duen pertsona
egile	eus-30-10794014-n	 idazlea
egin	eus-30-00037396-n	 buruturik dagoena (esandakoari aurkakotua)
egin	eus-30-00577357-n	 egitea, ekintza
eginahal	eus-30-00621627-n	 lan bat egiteko erabiltzen den energia fisiko edo mentala
eginahal	eus-30-00786195-n	 helburua lortzeko egiten den ekintza
eginbehar	eus-30-01129920-n	 norberaren edo norberaren ardurapekoen ekintzen erantzule izatea
egintza	eus-30-00037396-n	 buruturik dagoena (esandakoari aurkakotua)
egintza	eus-30-00577357-n	 egitea, ekintza
egintza	eus-30-01182654-n	 irudi, ohar eta iruzkinetatik at, liburu nahiz dokumentu baten muina osatzen duen atala edo hitz-multzoa
egitarau	eus-30-06495328-n	 ekitaldi, ikuskizun, etab.en atalen azalpen ordenatua
egitarau	eus-30-06748466-n	 antzerki edo kiroletako ikuskizunen azalpen ordenatua
egitasmo	eus-30-05910453-n	 egin nahi den lan garrantzitsu bati buruzko plan xehatua
egitura	eus-30-04341686-n	 eraikitako gauza
egitura	eus-30-04931965-n	 osotasun baten zatien eraketa eta antolaketa-modua
egitura	eus-30-04984007-n	 musikan osotasun baten zatien eraketa eta antolaketa-modua
egitura	eus-30-05726345-n	 jakintzan osotasun baten zatien eraketa eta antolaketa-modua
egitura	eus-30-08436036-n	 estatuak, nazioak..., bere burua gobernatzeko, edo egiteko funtsezkoenak bideratzeko eratzen dituen sistemetako bakoitza
egitura_elektroniko	eus-30-80000243-n	 Elektroiek nukleoaren inguruan hartzen duten ordenamendua, lege jakin batzuen arabera antolatuz egiten dena
egoera	eus-30-00024720-n	 zerbait edo norbait dagoen modua
egoera	eus-30-07417298-n	 koiuntura edo gertakarien konbinazio kritikoa
egoera	eus-30-14479615-n	 materia bere atomo eta molekulen arteko kohesio-mailaren arabera naturan egon daitekeen lau moduetako bakoitza (solido, likido, gas eta plasma)
egoera-aldaketa	eus-30-00199130-n	 zerbaiten oinarrizko ezaugarriren bat aldatzearen gertakaria
egoile	eus-30-09620078-n	 leku jakin batean bizi den pertsona
egoitza	eus-30-03259505-n	 norbaiten bizilekua den egitura fisikoa (etxea, adib.)
egoitza	eus-30-03297735-n	 eraikuntza publiko nahiz pribatua (negozio, gobernu edo hezkuntza mailakoa), lanerako edota egonaldirako ekipamendua barne
egoitza	eus-30-08481184-n	 ekintza nahiz gertaera baterako baliabideak bideratzen dituen erakundea
egokiera	eus-30-14483917-n	 zerbaitetarako unea, egokiera, aukera, besterik adierazten ez bada ona
egongune	eus-30-05074774-n	 objektu edo gertaera baten kokagunea edo kokatzeko moduaren propietate espaziala
egonkortasun_aerodinamiko	eus-30-80000654-n	 Airean dabilen gorputz batek bere orientazio espazialari eusteko nahiz desplazamenduari aurre egiteko edota, desplazatuz gero, jatorrizko kondizioetara itzularazten duten indar eta momentu aerodinamikoak garatzeko duen joera.
egonkortze	eus-30-80000203-n	 Materialaren hondar-esfortzuak murrizteko tenperatura ez oso altuan egiten den tratamendu termikoa
egonleku	eus-30-05074774-n	 objektu edo gertaera baten kokagunea edo kokatzeko moduaren propietate espaziala
eguerdi	eus-30-15165490-n	 Egunaren erdialdeko bitartea, goizaren eta arratsaldearen artekoa
egun	eus-30-15123115-n	 denboran zehar kokatzen den puntu bat
egun	eus-30-15136723-n	 lanean, segidan ematen den denbora-tartea
egun	eus-30-15155220-n	 Lurrak bere ardatzaren inguruan bira osoa emateko behar duen denbora
egun	eus-30-15157225-n	 helburu edo ohitura bati egokitzen zaion eguna
egun	eus-30-15164957-n	 egunak argitzen duenetik iluntzera arteko denbora-bitartea
egun	eus-30-15208540-n	 planeta jakin batek (Marte...) bere ardatzaren inguruan bira emateko behar duen denbora
egun	eus-30-15249236-n	 existentzia edo eragin garaia
egun-argi	eus-30-15164957-n	 egunak argitzen duenetik iluntzera arteko denbora-bitartea
eguneratze	eus-30-00264913-n	 moderno bihurtzearen ondorio edo ekintza
eguneroko	eus-30-03822171-n	 egunkaria objektu fisiko gisa
eguneroko	eus-30-06267145-n	 egunero edo astero argitaratzen den argitalpena
eguneroko	eus-30-06402031-n	 gertaeren egunoroko kontakizuna idazten den izkribua
egunkari	eus-30-03822171-n	 egunkaria objektu fisiko gisa
egunkari	eus-30-06267145-n	 egunero edo astero argitaratzen den argitalpena
egunkari	eus-30-06402031-n	 gertaeren egunoroko kontakizuna idazten den izkribua
egunkari	eus-30-08062970-n	 egunkariak argitaratzen dituen enpresa
eguraldi	eus-30-11524662-n	 atmosferaren egoera; eguraldia, ingurunetzat hartua
eguraldi_bortitz	eus-30-80000446-n	 Suntsitzeko gaitasuna duen edo bizia arriskuan jartzen duen edozein kondizio atmosferiko. Zikloi tropikalekin, tornadoekin, ekaitz bortitzekin , haize-erauntsiekin eta elur-bisutsarekin erlazionatzen da
eguraldi-tipo	eus-30-80000627-n	 Halako area geografikoren gaineko presio-sistemen eta aire-masen banaketa berezia, eguraldiaren ezaugarri orokor tipikoen araberakoa
eguzki	eus-30-13832355-n	 iparrorratzean 90 gradua markatzen duen puntua
eguzki-instalazio_fotovoltaiko	eus-30-80000296-n	 Eguzkitiko argia energia elektriko bihurtzeko gailuez osatutako instalazioa. Bi mota nagusi daude: autonomoak (ez daude sare elektriko orokorrera konektatuta eta metatze-sistema behar dute) eta autonomoak ez direnak (sare elektrikora konektatuta daude eta ez dute zertan metatze-sistema eduki). Autonomoaren osagai nagusiak panel fotovoltaikoak, erreguladore-bihurgailu elektronikoa eta metatze-sistema (eskuarki bateria elektrokimikoak) dira. Ekoitzitako energiaren azken erabileraren arabera, hiru osagai horiek hainbat eratara konektatzen dira elkarrekin
ehiza-hegazkin_bonbaketari	eus-30-80000671-n	 Bonbak eta suziriak ere erabiltzeko diseinatutako ehiza-hegazkina.
ehogailu	eus-30-03765561-n	 ehotzeko tresna
ehuneko	eus-30-13285176-n	 pertsona edo talde batek duen edo lortu duen ondasuna
ehuneko	eus-30-13817526-n	 ehunek osatzen duten multzoaren honenbestekoa adierazten duen kopurua
e-ikaskuntza	eus-30-80000650-n	 Interneten edo sare informatiko pribatu baten bidezko ikaskuntza-sistema, batez ere urrutiko hezkuntzan erabiltzen dena
eite	eus-30-04673965-n	 pertsona baten kanpoko irudia
ekain	eus-30-15211806-n	 urtearen seigarren hila (30 egun)
ekialde	eus-30-08650073-n	 ekialderantz dagoen aldea
ekialde	eus-30-13832355-n	 iparrorratzean 90 gradua markatzen duen puntua
Ekialde_Ertaina	eus-30-08791167-n	 Asiako lurralde batek hartzen duen izena da. Siriatik Afganistan eta Iranen arteko mugaraino doan lurraldea da, Arabiar penintsula barne
Ekialdeko_Alemania	eus-30-08768647-n	 Bigarren Mundu Gerraren ostean Sobietar Batasunak okupatutako Alemaniako eremua
ekialdeko_haize_polar	eus-30-80000486-n	 Behe presioen gerriko subpolarretan poloetaranzko aldean aurkitzen diren ekialdeko haize lehor eta hotzak
Ekialde_Urruna	eus-30-08562757-n	 Ekialdeko Asiako eskualdea da
ekimen	eus-30-00796886-n	 esfortzua eskatzen duen egitasmo edo egiteko bat
ekimen	eus-30-04836074-n	 ekiteko, sortzeko, asmatzeko etab.etarako ahalmena
ekinaldi	eus-30-00786195-n	 helburua lortzeko egiten den ekintza
ekinaldi	eus-30-00798245-n	 helburu jakin bat lortzeko burutzen den ekintza-multzoa
ekinaldi	eus-30-07009640-n	 antzerti-lan bat, opera bat edo baleta banatzen den zati nagusietako bakoitza, agerraldietan banatzen dena
ekintza	eus-30-00037396-n	 buruturik dagoena (esandakoari aurkakotua)
ekintza	eus-30-00407535-n	 zerbaitetan aritzeko ahalmenaren gauzatzea
ekintza	eus-30-00767826-n	 beste pertsona bat bortxakeriarekin eta intentzioz fisikoki jazartzea edota kolpatzea
ekintza	eus-30-00952963-n	 militar borrokara lotzea
ekintza	eus-30-01182312-n	 gobernu edota nazioarteko antolakunde baten ekintza
ekintza	eus-30-01182654-n	 irudi, ohar eta iruzkinetatik at, liburu nahiz dokumentu baten muina osatzen duen atala edo hitz-multzoa
ekintza	eus-30-01244895-n	 gatazka sozial edo politikoetan, makineria, produktu, zerbitzu publiko, instalazio militar, etab.etan eragiten den kalte edo narriadura, Estatuari, okupazio-indarrei edo nagusiei aurre egiteko erabilia
ekintza_armatu	eus-30-00952963-n	 militar borrokara lotzea
ekintza_militar	eus-30-00952963-n	 militar borrokara lotzea
ekipamendu_elektroniko	eus-30-03278248-n	 elektroien eroapen kontrolatua ahalbidetzen duen tresneria
ekipo_elektroniko	eus-30-03278248-n	 elektroien eroapen kontrolatua ahalbidetzen duen tresneria
ekitaldi	eus-30-07009640-n	 antzerti-lan bat, opera bat edo baleta banatzen den zati nagusietako bakoitza, agerraldietan banatzen dena
ekitaldi	eus-30-07450842-n	 jendaurreko ekinaldi berezia
ekitaldi	eus-30-08252467-n	 bilera edo ospakizun formal edo ofiziala
ekitaldi	eus-30-15203120-n	 enpresetako jarduera eta emaitzei dagokienez, legez eta praktikoki erreferentzia gisa hartzen den denbora-unitatea (normalean urte bat)
ekoizkin	eus-30-04007894-n	 naturak zein giza jarduerak ekoitzitako gauza
ekoizpen	eus-30-04007894-n	 naturak zein giza jarduerak ekoitzitako gauza
ekokardiograma	eus-30-80000396-n	 Bihotzaren azterketa ekografiaren bidez egiten den trazaketa grafikoa
ekonomia	eus-30-04893787-n	 baliabideak eta dirua xuhurtasunarekin gastatzearen ezaugarria
ekonomia	eus-30-05644727-n	 baliabideen erabilera eraginkorra
ekonomia	eus-30-06149484-n	 produkzio, distribuzio eta kontsumoaren aktibitateak aztertzen dituen gizarte zientzietako diziplina bat
ekonomia	eus-30-08366753-n	 produkzio, distribuzio eta kontsumo sistema
ekonomia-zientzia	eus-30-06149484-n	 produkzio, distribuzio eta kontsumoaren aktibitateak aztertzen dituen gizarte zientzietako diziplina bat
ekonomilari	eus-30-10043643-n	 ekonomista edo ekonomian aditua dena
ekonomista	eus-30-10043643-n	 ekonomista edo ekonomian aditua dena
ekonomi_urte	eus-30-15203120-n	 enpresetako jarduera eta emaitzei dagokienez, legez eta praktikoki erreferentzia gisa hartzen den denbora-unitatea (normalean urte bat)
ekotomografia	eus-30-80000397-n	 Ekografia erabiliz egindako tomografia
ektropion	eus-30-80000398-n	 Betazalaren ertza kanpoaldera irtenda egotea, begia erabat ixtea galaraziz
elastikotasun-muga	eus-30-80000530-n	 Gorputz elastiko batek deformatu aurreko formara itzultzeko propietatea gordetzen duen muga, hau da, hondar-deformaziorik gabe jasan dezakeen indar maximoa
eledun	eus-30-10638385-n	 norbaiten edo giza talde baten izenean hitz egiten duen pertsona
elefante	eus-30-02503517-n	 belarri handi eta zapalak, buru handia eta zutabe-formako hankak dituzten ugaztun belarjaleak
eleketa	eus-30-07133701-n	 ikuspuntu-trukerako egiten den hizketaldi informala
elektrizitate	eus-30-11450566-n	 geldirik dauden edo higitzen ari diren karga elektrikoek eragindako fenomenoen multzoa eta haiekin lotutako energia-mota
elektroi	eus-30-09271904-n	 atomoaren nukleoaren inguruan higitzen den partikula negatiboa
elektroi-egitura	eus-30-80000243-n	 Elektroiek nukleoaren inguruan hartzen duten ordenamendua, lege jakin batzuen arabera antolatuz egiten dena
elektroosmosi	eus-30-80000405-n	 Eremu elektriko baten eraginez ioiak dituen likido bat diafragma porotsu batean zehar pasatzea
elementu	eus-30-13809207-n	 zerbait osatzen duten zatietako bakoitza
elementu_interstizialik_gabeko_altzairu	eus-30-80000686-n	 Kristal-egiturako burdin atomoen artean bestelako elementurik ia ez duen altzairua. Batez ere, automobilgintzan erabiltzen da, enbutizio sakoneko prozesuetan
elementu_nagusiak	eus-30-80000233-n	 Arroketan % 5 baino proportzio handiagoan azaltzen diren elementuak
elikagai	eus-30-07555863-n	 elikatzeko erabiltzen den edozein substatzia solido (likidoa ez)
elite	eus-30-08386555-n	 gutxiengo hautatua; bereziki, gizarte, klase edo elkarte batean, politika, ekonomia edo kulturako gidaritza-lanetarako prestatuena ikusten den, edo bere burua hala ikusten duen, talde edo klasea
eliza	eus-30-03028079-n	 bereziki kristauek gurtzeko duten eraikina, tenplua
eliza	eus-30-08081668-n	 jainkozko botere batenganako sinismena adierazteko instituzioa
eliza	eus-30-08152787-n	 eliza-komunitateko erlijiosoen multzoa (laikotzatik bereizten dituena)
elkargo	eus-30-08060694-n	 irabazi ekonomikoak lortzeko helburu jakinarekin elkartzen diren lagunen multzoa
elkar-jotze	eus-30-07302542-n	 bi gorputz edo gehiagoren elkarketa
elkarketa	eus-30-00381680-n	 unitate bakar bat bihurtzearen ekintza
elkarlan	eus-30-00411384-n	 talde lana, elkarrekin eginiko lana
elkarlan	eus-30-01202904-n	 talde lanaz ekintza bati lotu
elkarrizketa	eus-30-06366391-n	 bi lagun edo gehiagoren arteko hizketaldia biltzen duen literatura-idazlana
elkarrizketa	eus-30-07010541-n	 antzerkigintzan nahiz zinemagintzan pertsonaiek ahoz esan beharreko testu-zatia
elkarrizketa	eus-30-07133701-n	 ikuspuntu-trukerako egiten den hizketaldi informala
elkarrizketa	eus-30-07148192-n	 pertsona edo erakunde bi edo gehiagoren arteko hizketaldia arazo bat konpondu edo bideratzeko
elkarrizketa	eus-30-07196075-n	 pertsona batek egiten dituen galderak (edo informazioa lortzea helburu duen mintzaldia); askotan kazetariek bideratzen dutena
elkartasun	eus-30-04765038-n	 pertsona, talde edo erakunde baten beste batekiko edo batzuekiko ardura, haien asmo eta helburuei atxiki eta berauek lortzen laguntzen ahalegintzen denean
elkarte	eus-30-03054311-n	 helburu jakin batekin elkartzen diren lagun multzoaren lokala
elkarte	eus-30-08049401-n	 jendarte multzo baten erakundea
elkarte	eus-30-08060694-n	 irabazi ekonomikoak lortzeko helburu jakinarekin elkartzen diren lagunen multzoa
elkarte	eus-30-08224274-n	 antzeko interesak dituzten eta ekintza bateratu bat burutzeko biltzen diren nazioen multzoa
elkartekide	eus-30-10307234-n	 talde bat osatzen duten kideetariko bakoitza
elubiazio	eus-30-80000211-n	 A horizontearen, hau da, lurzoruaren azaleko geruzaren, lixibiazioa. Urak zenbait material xehe disolbatu eta azpiko geruzara iragazten ditu
elubioi	eus-30-80000230-n	 Eratutako lekuan geratu den material meteorizatua
elur-erbi	eus-30-80000406-n	 Eremu zirkunborealetan eta zenbait mendikatetan bizi den erbi-espezie txikia. Udan arrea bada ere, neguan erabat zuri bilakatzen da
emaitza	eus-30-06743506-n	 arazo baten konponbidea azaltzen duen adierazpena
emaitza	eus-30-07292694-n	 zerbait amaitzen deneko egoera
emaitza	eus-30-13265011-n	 norbaiti zerbait ematea; hutsean ematen den gauza
emaitza	eus-30-13594585-n	 proba, joko, kirol, etab.etan lortutako puntu-kopurua
emakume	eus-30-08477634-n	 emakumea klase gisa
emakume	eus-30-10332953-n	 emakume zaharra tratatzeko modua
emakume	eus-30-10787470-n	 pertsona eme heldua (gizonezkoaren aurkako gisa)
emakumezko	eus-30-08477634-n	 emakumea klase gisa
emakumezko	eus-30-10787470-n	 pertsona eme heldua (gizonezkoaren aurkako gisa)
emanaldi	eus-30-06891493-n	 ikuskizun dramatiko edo musikala
emankizun	eus-30-06891493-n	 ikuskizun dramatiko edo musikala
emazte	eus-30-08477634-n	 emakumea klase gisa
emazte	eus-30-10780632-n	 ezkondurik dagoen emakumea bere ezkontidearekiko
emazte	eus-30-10787470-n	 pertsona eme heldua (gizonezkoaren aurkako gisa)
enbata	eus-30-80001226-n	 Bizkaiko golkoko kostaldean gertatzen den bat-bateko itsasoko haize-bolada hotz eta gogorra
enbutizio_sakon	eus-30-80000357-n	 Metal-xafla batean sakonera-diametro proportzio handia duten sakonuneak egitea estanpa baten bidez
enda	eus-30-08101937-n	 belaunez belaun datorren norbaiten nahiz zerbaiten aurretikoen segida
endekapenezko_eritasun	eus-30-80000320-n	 Denboran aurrera garatuaz joaten den gaixotasuna; gaixotasun hori duen pertsonak gutxiegitasun eta ezintasun gero eta handiagoak izango ditu gaixotasuna garatu ahala
endekapenezko_gaixotasun	eus-30-80000320-n	 Denboran aurrera garatuaz joaten den gaixotasuna; gaixotasun hori duen pertsonak gutxiegitasun eta ezintasun gero eta handiagoak izango ditu gaixotasuna garatu ahala
endoentzima	eus-30-80000458-n	 Biopolimeroetan, katearen erdialdeko unitateen arteko loturen apurketa katalizatzen duen entzima
energia	eus-30-04633197-n	 irudimen handiko estilo bizia (batez ere idazketan)
energia	eus-30-04634833-n	 bizitzari zein oztopoei aurpegi emateko gogoa
energia	eus-30-04836683-n	 ekimen handikoa edo gogozko adorea
energia	eus-30-11452218-n	 sistema fisiko batek lana egiteko duen gaitasuna, unitateak jouletan edo ergetan neurtzen dira
energia-baliabide_berriztaezinak	eus-30-80000185-n	 Naturan etengabe berritzen ez diren eta agor daitezkeen energia-baliabideak edo, giza erabileraren ikuspegitik, ustiatzen diren baino askoz ere abiadura motelagoan berritzen diren eta, beraz, gizakiaren denbora-eskalan agortzeko arriskua dutenak
energia_elektriko	eus-30-11450566-n	 geldirik dauden edo higitzen ari diren karga elektrikoek eragindako fenomenoen multzoa eta haiekin lotutako energia-mota
energia_erabilgarri	eus-30-80000759-n	 Hestean odolera xurgatu eta energia bihur daitezkeen elikagaien multzoa. Elikagai batzuetan, mantenugaiak ez dira erabilgarriak, edo batzuk baino ezin daitezke erabili.
energia-iturri_berriztaezin	eus-30-80000184-n	 Naturan etengabe berritzen ez den eta agor daitekeen energia-iturria edo, giza erabileraren ikuspegitik, ustiatzen den abiaduran berritzen ez delako agortzeko arriskua duena. Energia-iturri berriztaezinen artean, erregai fosilak (harrikatza, petrolioa, gas naturala) eta fisiozko erreaktore nuklearretan erabiltzen diren erregai nuklearrak
energiaren_kontserbazio	eus-30-80000299-n	 Hainbat neurri eta prozedura ezarriz, energia gutxiago kontsumitzea eta, bereziki, energia-iturri ez-berriztagarriak ez xahutzearren, modu arrazoizko eta eraginkorragoan erabiltzea helburu duten neurri eta prozeduren multzoa adierazteko terminoa. Hona hemen horretarako bide batzuk: energia-bihurketaren errendimendua hobetzen duten teknologiak bultzatzea, hondar-beroa berreskuratzea, energia berriztagarriak erabiltzea, erreserba handiagoko erregai fosilak erabiltzea, kontsumoa jaistea (kontsumitzeko ohiturak aldatuz), energia-galerak murriztea (isolamendua), energia-iturriak dibertsifikatzea eta abar
energia-unitate_lagungarri	eus-30-80000195-n	 Aireontzia lurrean delarik energia elektrikoz eta energia pneumatikoz hornitzen duen turbina txiki autonomoa. Aireontzian bertan dago, eta motorrak abiaraztea, kabina presurizatzea eta argindarra sortzea ditu zeregin nagusiak.
enfisema_panazinar	eus-30-80000763-n	 Biriken eremu guztiei eragiten dien enfisema; albeoloak dilatatu eta atrofiatu egiten dira, eta birikaren sare baskularra suntsitu
enfisema_panlobular	eus-30-80000763-n	 Biriken eremu guztiei eragiten dien enfisema; albeoloak dilatatu eta atrofiatu egiten dira, eta birikaren sare baskularra suntsitu
engranaje	eus-30-03431243-n	 abiadura-aldagailuaren engranaje-konbinazio bakoitza; horietako bakoitzari dagokion higidura-modua
enkargu	eus-30-07169480-n	 norbaiti egiteko agindu edo eskaturiko gauza
